ds,yhat,yhat_lower,yhat_upper
2010-05-01,156.71290749428314,-57.39730077097184,359.8515332785235
2010-06-01,198.02108439876363,-20.71854247591095,416.40340781133085
2010-09-01,193.708919034039,-19.175714903562167,412.3701171100087
2011-12-01,356.3231073592782,143.8435919752648,585.528712271755
2012-04-01,277.75734245008624,63.6293989612039,504.01611119582566
2012-10-01,145.7928595032557,-68.72833064315809,358.6884537367825
2012-12-01,98.25657904335861,-135.09537642670787,331.8114363010757
2013-03-01,280.8983566389987,65.50586600770905,490.3000000722181
2013-08-01,207.43890981193067,-2.9685844000077353,432.70120587076855
2013-09-01,364.4244694171682,150.42216872399422,577.8261368842398
2013-11-01,258.851655318264,46.334381954215246,488.8570983508197
2014-02-01,256.4880480244046,38.78643499043561,453.6897427362954
2014-03-01,299.31695380081453,96.34311735084363,529.7261855307079
2014-05-01,147.9411261012887,-86.22179309510948,361.37585865420965
2014-10-01,131.49745105444114,-90.44465959156904,334.4136176067739
2014-11-01,323.84341736212275,108.22494808372369,547.4117182626056
2014-12-01,266.24821215775626,37.88447906138005,485.6754643064507
2015-04-01,131.02788100577578,-87.66511168125794,342.18087213309104
2015-06-01,204.3602436978253,-7.435530711545836,426.45733819434776
2016-04-01,268.9984127359209,49.55413962001331,485.2779453598904
2016-07-01,157.2326140583298,-68.49901878341974,367.49108602969886
2016-08-01,90.4234570865541,-118.75528421449626,319.0495875032652
2016-10-01,137.04035561836014,-93.59576632616182,345.428463727375
2016-12-01,89.50621710372727,-123.82257589936154,300.5930259765146
2017-09-01,355.6837288094273,132.07173720442196,562.1686745403252
2017-10-01,128.15087069386462,-76.75076578881936,353.44857926954023
2017-11-01,250.11305668227232,44.88222320175894,468.6120529251769
2018-05-01,139.21737757204005,-82.82392262812205,358.06076334387967
2018-07-01,106.86602690441063,-118.84296721563824,333.00250735977744
2018-08-01,304.6038234652116,75.29295426562177,533.5826705541929
2018-09-01,176.22348062966546,-46.459514075230416,390.50865400470593
2018-10-01,122.78625537987372,-98.37869250805439,347.69863644793514
2018-11-01,315.1347650770539,103.405709509783,536.7132857924477
2018-12-01,257.5420212175604,45.238640646620446,478.60621998536567
2019-02-01,199.49500248726403,-21.586260309232788,410.5208724351059
2019-04-01,122.33161748922907,-83.44859082835933,340.18346652336544
2019-06-01,195.6668429767089,-23.544209454761646,412.17542040655235
2019-07-01,81.94467759877205,-128.9552911656633,295.4603441883017
2019-09-01,-4.4490869635078525,-205.60053525628126,207.8613189700544
2019-10-01,120.96129969177717,-93.47134906018977,330.5988302277336
2019-11-01,381.9053837497511,170.49319058123936,600.8125622493271
2019-12-01,338.87508143808185,111.93486978590737,559.4890452666249
2020-02-01,151.35366733404524,-67.75790756041712,368.0816491282186
2020-04-01,260.3193260030542,57.02125698592733,484.26010219266436
2020-06-01,139.5081689531457,-73.93717039113623,363.6836851130519
2020-08-01,81.75009594839605,-132.9584362823162,291.5671708547177
2020-10-01,128.36985727308715,-95.00452027810286,337.8063154872768
2020-11-01,178.288588525208,-32.09101308179312,383.5788632932178
2020-12-01,80.8385815563127,-131.00819064434586,283.2870172662825
2021-01-01,147.01962154223312,-74.0360726486905,365.0092504935705
2021-03-01,263.4877432016192,43.89260072504266,483.41129257946415
2021-04-01,210.5732380150671,-34.75316412838184,431.4779271975369
2021-07-01,123.30023288251465,-100.89811821459378,347.4252361756376
2021-08-01,190.04084926111528,-38.36773879595438,413.5377118604791
2021-09-01,347.028952258113,123.74636371923057,571.8236156946564
