ds,yhat,yhat_lower,yhat_upper
2025-10-01,28.145928485775613,-194.95714236008445,232.05354494794722
2025-11-01,148.34628391378092,-73.81139417900084,364.59293902252665
2025-12-01,67.53862047999239,-147.39114679225898,285.4505872143749
2026-01-01,-25.752714662253993,-239.3957834334197,187.36832234912913
2026-01-31,-17.677996804752567,-234.5460306165143,195.0582215263115
2026-02-28,238.52452696326873,18.713302266575923,447.99064353164084
2026-03-31,-108.40153742796201,-327.0122954789868,112.90130528844814
2026-04-30,217.13254072253935,-8.457124843411417,445.1527833526678
2026-05-31,118.18452539923513,-103.46528528571805,337.42619216657346
2026-06-30,-44.03629786106899,-254.62521934785525,166.04333381629309
2026-07-31,542.8478662021371,344.5291021935867,754.0889061612145
2026-08-31,-626.6665644688347,-834.2418606298168,-400.4498674651422
2026-09-30,30.535972005596737,-175.08000924885496,248.13416646101007
2026-10-31,494.92035562401674,281.9448463919005,709.4650461308562
2026-11-30,454.0787320531515,239.73319928066115,680.5530058953067
2026-12-31,-346.15594830392587,-566.5842092233222,-106.616565867611
2027-01-31,-65.08185312525117,-271.8205858908504,166.9621234463519
2027-02-28,247.86247793901742,24.68632740387378,466.91818063928275
2027-03-31,-159.30484951776938,-378.63586599682685,59.2002729441924
2027-04-30,257.87110619892337,40.216513426342466,490.06556452348246
2027-05-31,118.81163281860941,-85.88691915887848,327.4638275621566
2027-06-30,-68.97126806886294,-284.97135879293216,149.51979376497573
2027-07-31,616.2468924145854,402.72950501706333,831.6300606713304
2027-08-31,-811.2945548020933,-1021.0656018371959,-595.7517384215625
2027-09-30,32.31750184856539,-175.16367796442205,251.37278501777985
2027-10-31,559.2435761019497,336.97030793508964,787.945227507894
2027-11-30,515.664885846353,289.5071714296996,735.0436937116849
2027-12-31,-425.0303947244549,-626.1172054647507,-193.3969336332225
2028-01-31,-112.00651131359436,-332.3673092919,107.14984053634463
2028-02-29,174.71838341948003,-49.06545076085636,383.30284484131573
2028-03-31,-49.78634778189459,-271.9947930640087,169.64972230175724
2028-04-30,91.69280966543425,-120.85264585001659,306.1087153938369
2028-05-31,69.07619605235301,-149.32695708511574,275.8948786051166
2028-06-30,-39.863379371236,-253.23437421718094,178.93397947235619
2028-07-31,342.3378983041334,109.95483116319602,534.1634724706751
2028-08-31,-304.6148409485859,-524.8286994618659,-86.44045950351484
2028-09-30,-8.393323374339843,-215.7429834770251,196.79281004025736
2028-10-31,324.2536998442415,119.5290648141964,535.3757855591795
2028-11-30,278.2084635298784,47.0592879793927,514.835255156335
2028-12-31,-239.71307114009082,-454.73243455967724,-33.74013690399543
2029-01-31,-15.72442401900949,-228.86325520985048,199.13447457372177
2029-02-28,183.5599168336951,-36.31765117803733,409.0727812786929
2029-03-31,-102.4679898030478,-321.66562999704286,104.13443475969783
2029-04-30,131.13797128746273,-86.217450234276,332.2902596287174
2029-05-31,71.01391435502937,-136.91876935441135,267.921003138099
2029-06-30,-64.91956405329324,-288.61106843135843,153.18444372837305
2029-07-31,420.94856653935676,186.8988526950054,636.0414267496095
2029-08-31,-488.2943212536769,-702.4128794068565,-268.87825613881887
2029-09-30,-13.615312406855587,-228.92291789042528,186.6134588206154
2029-10-31,385.97063189271483,170.3254586833149,606.8590273072698
2029-11-30,344.31480659060594,145.35418442816123,558.2307584123162
2029-12-31,-314.9437839228736,-533.6336203801135,-103.59630904598737
2030-01-31,-63.551271940970835,-293.2664544738443,168.20512123837966
2030-02-28,192.651251826765,-32.586205358268174,405.73615399413774
2030-03-31,-154.27481256344467,-376.9578550626859,63.51646470263773
2030-04-30,171.25926558681638,-43.203078597309315,387.3357315699551
2030-05-31,72.31125026293608,-144.19347658025583,291.52027521468295
2030-06-30,-89.9095729977487,-308.4173156646304,130.2996625405939
2030-07-31,496.97459106564406,288.59549053289453,719.9612501297852
2030-08-31,-672.5398396034204,-891.5550109361812,-444.27240311315614
2030-09-30,-15.337303130611588,-236.66407417039065,199.1185068995447
2030-10-31,449.0470804886052,238.31242351115674,685.0709930722755
2030-11-30,408.20545691600137,181.30425377126357,618.6852213930026
2030-12-31,-392.0292234393673,-609.0663671059299,-180.63344264840958
