ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Tariff_Rate,Tariff_Rate_lower,Tariff_Rate_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-05-01,134.38770300000002,-72.97194015403807,371.0919591129066,134.38770300000002,134.38770300000002,7.132668197849699,7.132668197849699,7.132668197849699,14.703288477125305,14.703288477125305,14.703288477125305,7.132668197849699,7.132668197849699,7.132668197849699,7.570620279275607,7.570620279275607,7.570620279275607,0.0,0.0,0.0,149.09099147712533
2010-06-01,134.3670013848952,-12.773752070935508,410.44047810223805,134.3670013848952,134.3670013848952,7.132668197849699,7.132668197849699,7.132668197849699,52.528119717243115,52.528119717243115,52.528119717243115,7.132668197849699,7.132668197849699,7.132668197849699,45.39545151939342,45.39545151939342,45.39545151939342,0.0,0.0,0.0,186.89512110213832
2010-09-01,134.30556433361633,-51.11639318490944,395.3428843988378,134.30556433361633,134.30556433361633,7.132668197849699,7.132668197849699,7.132668197849699,48.45642414224281,48.45642414224281,48.45642414224281,7.132668197849699,7.132668197849699,7.132668197849699,41.32375594439311,41.32375594439311,41.32375594439311,0.0,0.0,0.0,182.76198847585914
2011-12-01,134.00105025336478,125.80990292031979,551.3595939616306,134.00105025336478,134.00105025336478,7.132668197849699,7.132668197849699,7.132668197849699,211.3045262365225,211.3045262365225,211.3045262365225,7.132668197849699,7.132668197849699,7.132668197849699,204.17185803867278,204.17185803867278,204.17185803867278,0.0,0.0,0.0,345.30557648988724
2012-04-01,133.91957943653233,54.50697489364105,491.5892025084947,133.91957943653233,133.91957943653233,7.132668197849699,7.132668197849699,7.132668197849699,135.52018963134392,135.52018963134392,135.52018963134392,7.132668197849699,7.132668197849699,7.132668197849699,128.38752143349421,128.38752143349421,128.38752143349421,0.0,0.0,0.0,269.4397690678762
2012-10-01,133.7973732112837,-78.69537037908627,364.5119830182657,133.7973732112837,133.7973732112837,7.132668197849699,7.132668197849699,7.132668197849699,7.696235945247952,7.696235945247952,7.696235945247952,7.132668197849699,7.132668197849699,7.132668197849699,0.5635677473982528,0.5635677473982528,0.5635677473982528,0.0,0.0,0.0,141.49360915653168
2012-12-01,133.75663780286746,-127.65390024022543,315.0393446446447,133.75663780286746,133.75663780286746,7.132668197849699,7.132668197849699,7.132668197849699,-41.88776368610185,-41.88776368610185,-41.88776368610185,7.132668197849699,7.132668197849699,7.132668197849699,-49.020431883951545,-49.020431883951545,-49.020431883951545,0.0,0.0,0.0,91.86887411676561
2013-03-01,133.6965363826972,61.86125006968868,499.98438751083347,133.6965363826972,133.6965363826972,7.132668197849699,7.132668197849699,7.132668197849699,145.38858188452448,145.38858188452448,145.38858188452448,7.132668197849699,7.132668197849699,7.132668197849699,138.25591368667477,138.25591368667477,138.25591368667477,0.0,0.0,0.0,279.0851182672217
2013-08-01,133.5943639684077,-20.016091364413672,420.61701933832495,133.5943639684077,133.5943639684077,7.132668197849699,7.132668197849699,7.132668197849699,68.58912809273686,68.58912809273686,68.58912809273686,7.132668197849699,7.132668197849699,7.132668197849699,61.45645989488715,61.45645989488715,61.45645989488715,0.0,0.0,0.0,202.18349206114453
2013-09-01,133.5736623681268,149.15072595756973,582.3300146435508,133.5736623681268,133.5736623681268,7.132668197849699,7.132668197849699,7.132668197849699,226.11040320238976,226.11040320238976,226.11040320238976,7.132668197849699,7.132668197849699,7.132668197849699,218.97773500454005,218.97773500454005,218.97773500454005,0.0,0.0,0.0,359.68406557051657
2013-11-01,133.53292696049567,21.643880654351968,462.72076198553026,133.53292696049567,133.53292696049567,7.132668197849699,7.132668197849699,7.132668197849699,118.95589766141862,118.95589766141862,118.95589766141862,7.132668197849699,7.132668197849699,7.132668197849699,111.82322946356892,111.82322946356892,111.82322946356892,0.0,0.0,0.0,252.4888246219143
2014-02-01,133.4714899522651,35.96384271833798,469.7371572089911,133.4714899522651,133.4714899522651,7.132668197849699,7.132668197849699,7.132668197849699,124.08884510757257,124.08884510757257,124.08884510757257,7.132668197849699,7.132668197849699,7.132668197849699,116.95617690972286,116.95617690972286,116.95617690972286,0.0,0.0,0.0,257.56033505983766
2014-03-01,133.4527917323689,102.22854431308302,539.210921628305,133.4527917323689,133.4527917323689,7.132668197849699,7.132668197849699,7.132668197849699,175.13589787989272,175.13589787989272,175.13589787989272,7.132668197849699,7.132668197849699,7.132668197849699,168.003229682043,168.003229682043,168.003229682043,0.0,0.0,0.0,308.58868961226165
2014-05-01,133.41205634864602,-71.80145946450865,360.05507701525295,133.41205634864602,133.41205634864602,7.132668197849699,7.132668197849699,7.132668197849699,14.703288477983474,14.703288477983474,14.703288477983474,7.132668197849699,7.132668197849699,7.132668197849699,7.570620280133776,7.570620280133776,7.570620280133776,0.0,0.0,0.0,148.1153448266295
2014-10-01,133.30988399275094,-96.22559278580943,336.393344792952,133.30988399275094,133.30988399275094,7.132668197849699,7.132668197849699,7.132668197849699,-6.9538874734631095,-6.9538874734631095,-6.9538874734631095,7.132668197849699,7.132668197849699,7.132668197849699,-14.086555671312809,-14.086555671312809,-14.086555671312809,0.0,0.0,0.0,126.35599651928783
2014-11-01,133.28918240812607,90.95631455096176,537.7368763234066,133.28918240812607,133.28918240812607,7.132668197849699,7.132668197849699,7.132668197849699,185.02717404504577,185.02717404504577,185.02717404504577,7.132668197849699,7.132668197849699,7.132668197849699,177.89450584719606,177.89450584719606,177.89450584719606,0.0,0.0,0.0,318.3163564531718
2014-12-01,133.2691486165536,32.250785654384266,463.0694071825414,133.2691486165536,133.2691486165536,7.132668197849699,7.132668197849699,7.132668197849699,128.61999790891136,128.61999790891136,128.61999790891136,7.132668197849699,7.132668197849699,7.132668197849699,121.48732971106166,121.48732971106166,121.48732971106166,0.0,0.0,0.0,261.889146525465
2015-04-01,133.1883456572113,-87.40388022843224,351.26102256489963,133.1883456572113,133.1883456572113,7.132668197849699,7.132668197849699,7.132668197849699,-2.9127782593070615,-2.9127782593070615,-2.9127782593070615,7.132668197849699,7.132668197849699,7.132668197849699,-10.04544645715676,-10.04544645715676,-10.04544645715676,0.0,0.0,0.0,130.27556739790424
2015-06-01,133.14761025927064,-4.637309696283478,428.1073961480259,133.14761025927064,133.14761025927064,7.132668197849699,7.132668197849699,7.132668197849699,71.15214839483794,71.15214839483794,71.15214839483794,7.132668197849699,7.132668197849699,7.132668197849699,64.01948019698824,64.01948019698824,64.01948019698824,0.0,0.0,0.0,204.2997586541086
2016-04-01,132.94393326956725,42.12485656588081,498.5199591664506,132.94393326956725,132.94393326956725,7.132668197849699,7.132668197849699,7.132668197849699,135.52018963125525,135.52018963125525,135.52018963125525,7.132668197849699,7.132668197849699,7.132668197849699,128.38752143340554,128.38752143340554,128.38752143340554,0.0,0.0,0.0,268.46412290082253
2016-07-01,132.88316406936067,-73.74891898147199,377.28915707499084,132.88316406936067,132.88316406936067,7.132668197849699,7.132668197849699,7.132668197849699,18.963588133390175,18.963588133390175,18.963588133390175,7.132668197849699,7.132668197849699,7.132668197849699,11.830919935540475,11.830919935540475,11.830919935540475,0.0,0.0,0.0,151.84675220275085
2016-08-01,132.8624624710085,-144.7091502656916,293.90713289894074,132.8624624710085,132.8624624710085,7.132668197849699,7.132668197849699,7.132668197849699,-45.818288983644415,-45.818288983644415,-45.818288983644415,7.132668197849699,7.132668197849699,7.132668197849699,-52.95095718149411,-52.95095718149411,-52.95095718149411,0.0,0.0,0.0,87.0441734873641
2016-10-01,132.82172706779946,-72.87419926735194,343.783547479386,132.82172706779946,132.82172706779946,7.132668197849699,7.132668197849699,7.132668197849699,7.696235945259167,7.696235945259167,7.696235945259167,7.132668197849699,7.132668197849699,7.132668197849699,0.563567747409467,0.563567747409467,0.563567747409467,0.0,0.0,0.0,140.51796301305862
2016-12-01,132.7809916645904,-119.03404152117194,309.63763567405266,132.7809916645904,132.7809916645904,7.132668197849699,7.132668197849699,7.132668197849699,-41.887763686399836,-41.887763686399836,-41.887763686399836,7.132668197849699,7.132668197849699,7.132668197849699,-49.02043188424953,-49.02043188424953,-49.02043188424953,0.0,0.0,0.0,90.89322797819057
2017-09-01,132.59801622292574,134.68606023303755,593.0515260669422,132.59801622292574,132.59801622292574,7.132668197849699,7.132668197849699,7.132668197849699,226.11040320143297,226.11040320143297,226.11040320143297,7.132668197849699,7.132668197849699,7.132668197849699,218.97773500358326,218.97773500358326,218.97773500358326,0.0,0.0,0.0,358.7084194243587
2017-10-01,132.5779824154442,-93.37061948341952,343.15173922673046,132.5779824154442,132.5779824154442,7.132668197849699,7.132668197849699,7.132668197849699,-1.367306912625998,-1.367306912625998,-1.367306912625998,7.132668197849699,7.132668197849699,7.132668197849699,-8.499975110475697,-8.499975110475697,-8.499975110475697,0.0,0.0,0.0,131.21067550281822
2017-11-01,132.55728081437994,27.95697302553385,463.84843450523056,132.55728081437994,132.55728081437994,7.132668197849699,7.132668197849699,7.132668197849699,118.95589766055163,118.95589766055163,118.95589766055163,7.132668197849699,7.132668197849699,7.132668197849699,111.82322946270193,111.82322946270193,111.82322946270193,0.0,0.0,0.0,251.51317847493158
2018-05-01,132.4366933197547,-71.56307729848092,357.6833513538261,132.4366933197547,132.4366933197547,7.132668197849699,7.132668197849699,7.132668197849699,14.703288478868952,14.703288478868952,14.703288478868952,7.132668197849699,7.132668197849699,7.132668197849699,7.570620281019253,7.570620281019253,7.570620281019253,0.0,0.0,0.0,147.13998179862367
2018-07-01,132.39605333537827,-106.26215293091845,334.0960130756996,132.39605333537827,132.39605333537827,7.132668197849699,7.132668197849699,7.132668197849699,-23.81893910622054,-23.81893910622054,-23.81893910622054,7.132668197849699,7.132668197849699,7.132668197849699,-30.951607304070244,-30.951607304070244,-30.951607304070244,0.0,0.0,0.0,108.57711422915773
2018-08-01,132.375400228564,90.32832610870135,536.6451146606003,132.375400228564,132.375400228564,7.132668197849699,7.132668197849699,7.132668197849699,180.58170041526492,180.58170041526492,180.58170041526492,7.132668197849699,7.132668197849699,7.132668197849699,173.4490322174152,173.4490322174152,173.4490322174152,0.0,0.0,0.0,312.9571006438289
2018-09-01,132.35474711179714,-38.861124662860526,391.03083719236184,132.35474711179714,132.35474711179714,7.132668197849699,7.132668197849699,7.132668197849699,48.456424142228514,48.456424142228514,48.456424142228514,7.132668197849699,7.132668197849699,7.132668197849699,41.32375594437882,41.32375594437882,41.32375594437882,0.0,0.0,0.0,180.81117125402565
2018-10-01,132.3347602246034,-97.42865539652068,348.46387326057754,132.3347602246034,132.3347602246034,7.132668197849699,7.132668197849699,7.132668197849699,-6.953887474023482,-6.953887474023482,-6.953887474023482,7.132668197849699,7.132668197849699,7.132668197849699,-14.086555671873182,-14.086555671873182,-14.086555671873182,0.0,0.0,0.0,125.38087275057993
2018-11-01,132.31410710783652,83.54462535324629,523.3783795714304,132.31410710783652,132.31410710783652,7.132668197849699,7.132668197849699,7.132668197849699,185.0271740450809,185.0271740450809,185.0271740450809,7.132668197849699,7.132668197849699,7.132668197849699,177.8945058472312,177.8945058472312,177.8945058472312,0.0,0.0,0.0,317.3412811529174
2018-12-01,132.29412023035738,44.35923016833509,484.68803924556477,132.29412023035738,132.29412023035738,7.132668197849699,7.132668197849699,7.132668197849699,128.61999790909698,128.61999790909698,128.61999790909698,7.132668197849699,7.132668197849699,7.132668197849699,121.48732971124727,121.48732971124727,121.48732971124727,0.0,0.0,0.0,260.91411813945433
2019-02-01,132.25281401690046,-24.078716197334764,408.31994575677726,132.25281401690046,132.25281401690046,7.132668197849699,7.132668197849699,7.132668197849699,69.26813749167322,69.26813749167322,69.26813749167322,7.132668197849699,7.132668197849699,7.132668197849699,62.135469293823526,62.135469293823526,62.135469293823526,0.0,0.0,0.0,201.52095150857366
2019-04-01,132.21350649119142,-96.8202263788104,370.0248196698057,132.21350649119142,132.21350649119142,7.132668197849699,7.132668197849699,7.132668197849699,-2.912778259261178,-2.912778259261178,-2.912778259261178,7.132668197849699,7.132668197849699,7.132668197849699,-10.045446457110877,-10.045446457110877,-10.045446457110877,0.0,0.0,0.0,129.30072823193024
2019-06-01,132.1728665264016,-11.665362890063976,434.7207787490799,132.1728665264016,132.1728665264016,7.132668197849699,7.132668197849699,7.132668197849699,71.15214839488536,71.15214839488536,71.15214839488536,7.132668197849699,7.132668197849699,7.132668197849699,64.01948019703566,64.01948019703566,64.01948019703566,0.0,0.0,0.0,203.32501492128696
